155843,28,1.7142857142857144,2,14,21,24,26,1514.12,92.70122448979592,110.50999999999999,710.1999999999999,1204.6,1344.44,1474.1799999999998,52.21103448275862,36.836666666666666,47.346666666666664,54.75454545454545,53.7776,54.599259259259256,146.0,115.27666666666666,109.08599999999998,99.169,9.99,11.593333333333334,14.895999999999997,18.622000000000003,8,17,27,28,28,28,28,28,28,0.2857142857142857,0.6071428571428571,0.9642857142857143,1.0,1.0,1.0,1.0,1.0,1.0
155848,248,13.676470588235295,7,46,90,147,195,22825.719999999987,1258.7713235294111,268.65,4367.5599999999995,7684.659999999999,12687.309999999996,16818.819999999985,91.66955823293168,33.58125,92.92680851063828,84.44681318681317,85.72506756756754,85.8103061224489,1116.0,951.3333333333334,873.0,682.2,0.0,0.9633333333333333,1.218,1.6549999999999998,92,134,193,234,241,247,248,248,248,0.3709677419354839,0.5403225806451613,0.7782258064516129,0.9435483870967742,0.9717741935483871,0.9959677419354839,1.0,1.0,1.0
155851,731,15.208044382801663,8,59,109,154,208,118297.23000000003,2461.1074202496534,1639.9,8613.85,16990.159999999993,32468.53999999999,37622.83,161.60823770491805,182.2111111111111,143.56416666666667,154.45599999999993,209.47445161290315,180.01354066985647,6888.0,5425.333333333333,4058.8,2739.1,0.0,0.0,0.22399999999999998,0.587,129,345,492,656,698,716,728,729,731,0.17647058823529413,0.4719562243502052,0.6730506155950753,0.8974008207934336,0.9548563611491108,0.9794801641586868,0.9958960328317373,0.9972640218878249,1.0
155852,251,13.76599634369287,9,39,72,95,130,31159.36,1708.9228519195613,276.09,1661.2900000000004,5484.299999999994,9078.149999999992,11346.089999999991,123.64825396825397,27.608999999999998,41.53225000000001,75.12739726027388,94.56406249999992,86.61137404580145,3999.0,3366.0,2203.2,1269.5,2.5,3.1666666666666665,4.136,5.758,44,125,180,241,247,248,249,251,251,0.1752988047808765,0.49800796812749004,0.7171314741035857,0.9601593625498008,0.9840637450199203,0.9880478087649402,0.9920318725099602,1.0,1.0
155853,33,0.7638888888888888,0,0,0,0,0,2787.74,64.53101851851851,0,0,0,0,0,81.99235294117646,0.0,0.0,0.0,0.0,0.0,1000.0,442.5333333333333,305.512,202.50199999999998,0.92,0.9266666666666667,0.9280000000000002,11.597,7,23,30,32,32,33,33,33,33,0.21212121212121213,0.696969696969697,0.9090909090909091,0.9696969696969697,0.9696969696969697,1.0,1.0,1.0,1.0
155855,44,1.7506631299734747,2,7,17,29,34,6034.120000000002,240.08435013262607,199.6,997.73,2934.5799999999995,4096.570000000001,4941.77,134.0915555555556,66.53333333333333,124.71625,163.0322222222222,136.55233333333337,141.1934285714286,718.0,438.3333333333333,358.12,269.955,66.0,70.83333333333333,81.7,90.441,0,0,32,43,43,44,44,44,44,0.0,0.0,0.7272727272727273,0.9772727272727273,0.9772727272727273,1.0,1.0,1.0,1.0
155856,15,0.7086614173228346,0,0,2,4,6,1044.1399999999999,49.32944881889763,0,0,199.6,269.48,369.28000000000003,65.25874999999999,0.0,0.0,66.53333333333333,53.896,52.75428571428572,238.0,188.33333333333334,152.92,95.42799999999998,9.98,16.633333333333336,17.972,27.954,7,10,12,15,15,15,15,15,15,0.4666666666666667,0.6666666666666666,0.8,1.0,1.0,1.0,1.0,1.0,1.0
155863,26,2.988505747126437,15,20,20,21,26,2705.0300000000007,310.92298850574724,224.13,385.23,385.23,415.03000000000003,2705.0300000000007,100.18629629629632,14.008125,18.344285714285714,18.344285714285714,18.865000000000002,100.18629629629632,1288.0,688.3333333333334,458.0,250.11000000000004,3.59,6.0633333333333335,7.558000000000002,8.909,15,20,22,23,25,25,26,26,26,0.5769230769230769,0.7692307692307693,0.8461538461538461,0.8846153846153846,0.9615384615384616,0.9615384615384616,1.0,1.0,1.0
155867,175,15.861027190332326,7,30,90,139,175,26057.01999999999,2361.6634441087604,462.63,1931.7000000000003,7494.359999999999,15799.159999999985,26057.01999999999,148.05124999999995,57.82875,62.31290322580646,82.35560439560439,112.85114285714275,148.05124999999995,1788.0,1321.3333333333333,1120.8,909.7,1.0,1.9166666666666667,3.95,6.373,38,90,124,149,166,172,175,175,175,0.21714285714285714,0.5142857142857142,0.7085714285714285,0.8514285714285714,0.9485714285714286,0.9828571428571429,1.0,1.0,1.0
155870,66,1.8487394957983192,4,14,28,30,31,7448.799999999994,208.6498599439774,86.8,703.5299999999999,4833.129999999999,4920.119999999999,4940.079999999998,111.17611940298498,17.36,46.901999999999994,166.65965517241378,158.71354838709675,154.37749999999994,1980.0,1125.3333333333333,774.92,457.2159999999999,10.0,14.933333333333332,16.54,19.865000000000002,7,43,58,63,63,65,66,66,66,0.10606060606060606,0.6515151515151515,0.8787878787878788,0.9545454545454546,0.9545454545454546,0.9848484848484849,1.0,1.0,1.0
